STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MD,Moldova,2017,,2.64,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MD,Moldova,2018,,2.74,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MD,Moldova,2019,,2.63,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MD,Moldova,2020,,2.50,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MD,Moldova,2021,,2.80,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MD,Moldova,2022,,2.49,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MD,Moldova,2023,,2.38,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,ME,Montenegro,2014,,0.65,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,ME,Montenegro,2015,,0.68,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,ME,Montenegro,2016,,0.71,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,ME,Montenegro,2017,,0.75,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,ME,Montenegro,2018,,0.75,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,ME,Montenegro,2019,,0.79,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,ME,Montenegro,2020,,0.70,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,ME,Montenegro,2021,,0.81,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,ME,Montenegro,2022,,0.77,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,ME,Montenegro,2023,,0.79,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MK,North Macedonia,2014,,1.81,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MK,North Macedonia,2015,,1.85,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MK,North Macedonia,2016,,1.86,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MK,North Macedonia,2017,,1.88,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MK,North Macedonia,2018,,1.86,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MK,North Macedonia,2019,,1.97,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MK,North Macedonia,2020,,1.83,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MK,North Macedonia,2021,,1.99,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MK,North Macedonia,2022,,1.83,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MK,North Macedonia,2023,,1.79,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MT,Malta,2014,,0.55,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MT,Malta,2015,,0.58,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MT,Malta,2016,,0.58,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MT,Malta,2017,,0.62,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MT,Malta,2018,,0.66,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MT,Malta,2019,,0.70,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MT,Malta,2020,,0.55,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MT,Malta,2021,,0.59,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MT,Malta,2022,,0.70,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,MT,Malta,2023,,0.72,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NL,Netherlands,2014,,45.85,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NL,Netherlands,2015,,47.05,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NL,Netherlands,2016,,48.09,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NL,Netherlands,2017,,48.37,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NL,Netherlands,2018,,48.70,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NL,Netherlands,2019,,47.79,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NL,Netherlands,2020,,43.77,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NL,Netherlands,2021,,45.31,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NL,Netherlands,2022,,42.08,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NL,Netherlands,2023,,40.98,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NO,Norway,2014,,18.80,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NO,Norway,2015,,19.05,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NO,Norway,2016,,19.37,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NO,Norway,2017,,19.53,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NO,Norway,2018,,19.65,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NO,Norway,2019,,19.48,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NO,Norway,2020,,18.79,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NO,Norway,2021,,19.72,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NO,Norway,2022,,19.32,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,NO,Norway,2023,,19.15,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PL,Poland,2014,,60.68,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PL,Poland,2015,,61.38,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PL,Poland,2016,,65.66,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PL,Poland,2017,,69.89,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PL,Poland,2018,,73.84,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PL,Poland,2019,,72.68,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PL,Poland,2020,,70.34,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PL,Poland,2021,,74.34,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PL,Poland,2022,,71.31,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PL,Poland,2023,,69.58,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PT,Portugal,2014,,15.76,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PT,Portugal,2015,,16.00,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PT,Portugal,2016,,16.19,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PT,Portugal,2017,,16.56,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PT,Portugal,2018,,16.87,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PT,Portugal,2019,,17.13,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PT,Portugal,2020,,14.96,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PT,Portugal,2021,,15.68,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PT,Portugal,2022,,16.71,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,PT,Portugal,2023,,17.20,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RO,Romania,2014,,21.68,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RO,Romania,2015,,21.84,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RO,Romania,2016,,22.23,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RO,Romania,2017,,23.32,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RO,Romania,2018,,23.58,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RO,Romania,2019,,23.87,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RO,Romania,2020,,23.52,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RO,Romania,2021,,25.36,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RO,Romania,2022,,24.01,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RO,Romania,2023,,23.28,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RS,Serbia,2014,,7.75,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RS,Serbia,2015,,7.95,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RS,Serbia,2016,,8.33,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RS,Serbia,2017,,8.50,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RS,Serbia,2018,,8.58,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RS,Serbia,2019,,8.53,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RS,Serbia,2020,,8.80,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RS,Serbia,2021,,9.38,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RS,Serbia,2022,,9.64,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,RS,Serbia,2023,,9.50,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SE,Sweden,2014,,30.57,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SE,Sweden,2015,,31.17,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SE,Sweden,2016,,31.59,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SE,Sweden,2017,,31.46,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SE,Sweden,2018,,31.32,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SE,Sweden,2019,,30.85,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SE,Sweden,2020,,29.90,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SE,Sweden,2021,,31.04,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SE,Sweden,2022,,30.19,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SE,Sweden,2023,,30.26,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SI,Slovenia,2014,,4.61,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SI,Slovenia,2015,,4.72,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SI,Slovenia,2016,,4.89,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SI,Slovenia,2017,,4.96,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SI,Slovenia,2018,,4.97,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SI,Slovenia,2019,,4.87,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SI,Slovenia,2020,,4.41,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SI,Slovenia,2021,,4.73,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SI,Slovenia,2022,,4.73,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SI,Slovenia,2023,,4.48,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SK,Slovakia,2014,,9.15,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SK,Slovakia,2015,,9.57,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SK,Slovakia,2016,,9.93,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SK,Slovakia,2017,,10.58,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SK,Slovakia,2018,,10.45,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SK,Slovakia,2019,,10.25,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SK,Slovakia,2020,,9.59,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SK,Slovakia,2021,,10.46,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SK,Slovakia,2022,,9.86,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,SK,Slovakia,2023,,9.10,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,TR,Türkiye,2014,,83.55,,,,,
dataflow,ESTAT:NRG_IND_EFF(1.0),Energy efficiency,A,Annual,FEC_EED,Final energy consumption - Energy Efficiency Directive,MTOE,Million tonnes of oil equivalent,TR,Türkiye,2015,,90.52,,,,,
